Outcome,Sequence,Num_Passes,Pass_Outcomes
Success,Valdés → Dani Alves → Xavi → Mascherano → Dani Alves → Messi → Xavi → Iniesta → Busquets → Pedro → Abidal → Busquets → Dani Alves → Mascherano → Messi → Iniesta → Piqué → Abidal → Pedro → Messi → Villa,20,"[{'from': 'Valdés', 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Pedro'), 'success': np.True_}, {'from': np.str_('Pedro'), 'to': np.str_('Abidal'), 'success': np.True_}, {'from': np.str_('Abidal'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Piqué'), 'success': np.True_}, {'from': np.str_('Piqué'), 'to': np.str_('Abidal'), 'success': np.True_}, {'from': np.str_('Abidal'), 'to': np.str_('Pedro'), 'success': np.True_}, {'from': np.str_('Pedro'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Villa'), 'success': np.True_}]"
Pass failed,Valdés,1,"[{'from': 'Valdés', 'to': np.str_('Pedro'), 'success': np.False_}]"
Pass failed,Valdés → Dani Alves → Iniesta → Abidal → Iniesta → Messi → Busquets → Dani Alves → Mascherano → Piqué,10,"[{'from': 'Valdés', 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Abidal'), 'success': np.True_}, {'from': np.str_('Abidal'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Piqué'), 'success': np.True_}, {'from': np.str_('Piqué'), 'to': np.str_('Messi'), 'success': np.False_}]"
Pass failed,Valdés → Mascherano → Messi → Xavi → Abidal → Piqué → Pedro → Abidal → Valdés,9,"[{'from': 'Valdés', 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Abidal'), 'success': np.True_}, {'from': np.str_('Abidal'), 'to': np.str_('Piqué'), 'success': np.True_}, {'from': np.str_('Piqué'), 'to': np.str_('Pedro'), 'success': np.True_}, {'from': np.str_('Pedro'), 'to': np.str_('Abidal'), 'success': np.True_}, {'from': np.str_('Abidal'), 'to': np.str_('Valdés'), 'success': np.True_}, {'from': np.str_('Valdés'), 'to': np.str_('Villa'), 'success': np.False_}]"
Success,Valdés → Busquets → Iniesta → Xavi → Messi → Dani Alves → Mascherano → Messi → Pedro → Busquets → Iniesta → Pedro → Abidal → Busquets → Iniesta → Xavi → Villa,16,"[{'from': 'Valdés', 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Pedro'), 'success': np.True_}, {'from': np.str_('Pedro'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Pedro'), 'success': np.True_}, {'from': np.str_('Pedro'), 'to': np.str_('Abidal'), 'success': np.True_}, {'from': np.str_('Abidal'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Villa'), 'success': np.True_}]"
Pass failed,Valdés → Mascherano → Messi → Busquets → Iniesta → Pedro → Abidal → Pedro → Iniesta → Abidal → Piqué,11,"[{'from': 'Valdés', 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Pedro'), 'success': np.True_}, {'from': np.str_('Pedro'), 'to': np.str_('Abidal'), 'success': np.True_}, {'from': np.str_('Abidal'), 'to': np.str_('Pedro'), 'success': np.True_}, {'from': np.str_('Pedro'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Abidal'), 'success': np.True_}, {'from': np.str_('Abidal'), 'to': np.str_('Piqué'), 'success': np.True_}, {'from': np.str_('Piqué'), 'to': np.str_('Messi'), 'success': np.False_}]"
Success,Valdés → Iniesta → Busquets → Xavi → Messi → Piqué → Villa,6,"[{'from': 'Valdés', 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Piqué'), 'success': np.True_}, {'from': np.str_('Piqué'), 'to': np.str_('Villa'), 'success': np.True_}]"
Success,Valdés → Mascherano → Busquets → Messi → Villa,4,"[{'from': 'Valdés', 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Villa'), 'success': np.True_}]"
Max passes reached,Valdés → Piqué → Mascherano → Busquets → Iniesta → Messi → Xavi → Mascherano → Dani Alves → Xavi → Messi → Dani Alves → Busquets → Abidal → Iniesta → Dani Alves → Messi → Mascherano → Dani Alves → Xavi → Busquets → Pedro → Abidal → Xavi → Iniesta → Pedro,25,"[{'from': 'Valdés', 'to': np.str_('Piqué'), 'success': np.True_}, {'from': np.str_('Piqué'), 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Abidal'), 'success': np.True_}, {'from': np.str_('Abidal'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Pedro'), 'success': np.True_}, {'from': np.str_('Pedro'), 'to': np.str_('Abidal'), 'success': np.True_}, {'from': np.str_('Abidal'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Pedro'), 'success': np.True_}]"
Success,Valdés → Xavi → Pedro → Iniesta → Dani Alves → Busquets → Messi → Xavi → Mascherano → Piqué → Abidal → Piqué → Busquets → Iniesta → Messi → Pedro → Abidal → Busquets → Pedro → Busquets → Messi → Dani Alves → Villa,22,"[{'from': 'Valdés', 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Pedro'), 'success': np.True_}, {'from': np.str_('Pedro'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Piqué'), 'success': np.True_}, {'from': np.str_('Piqué'), 'to': np.str_('Abidal'), 'success': np.True_}, {'from': np.str_('Abidal'), 'to': np.str_('Piqué'), 'success': np.True_}, {'from': np.str_('Piqué'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Pedro'), 'success': np.True_}, {'from': np.str_('Pedro'), 'to': np.str_('Abidal'), 'success': np.True_}, {'from': np.str_('Abidal'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Pedro'), 'success': np.True_}, {'from': np.str_('Pedro'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Villa'), 'success': np.True_}]"
Success,Valdés → Mascherano → Abidal → Iniesta → Busquets → Dani Alves → Xavi → Mascherano → Villa,8,"[{'from': 'Valdés', 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Abidal'), 'success': np.True_}, {'from': np.str_('Abidal'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Villa'), 'success': np.True_}]"
Success,Valdés → Dani Alves → Villa,2,"[{'from': 'Valdés', 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Villa'), 'success': np.True_}]"
Pass failed,Valdés → Piqué → Valdés → Mascherano,4,"[{'from': 'Valdés', 'to': np.str_('Piqué'), 'success': np.True_}, {'from': np.str_('Piqué'), 'to': np.str_('Valdés'), 'success': np.True_}, {'from': np.str_('Valdés'), 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Iniesta'), 'success': np.False_}]"
Success,Valdés → Mascherano → Xavi → Pedro → Messi → Busquets → Messi → Xavi → Dani Alves → Busquets → Messi → Iniesta → Villa,12,"[{'from': 'Valdés', 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Pedro'), 'success': np.True_}, {'from': np.str_('Pedro'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Villa'), 'success': np.True_}]"
Success,Valdés → Busquets → Villa,2,"[{'from': 'Valdés', 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Villa'), 'success': np.True_}]"
Success,Valdés → Dani Alves → Iniesta → Busquets → Xavi → Messi → Pedro → Abidal → Xavi → Mascherano → Villa,10,"[{'from': 'Valdés', 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Pedro'), 'success': np.True_}, {'from': np.str_('Pedro'), 'to': np.str_('Abidal'), 'success': np.True_}, {'from': np.str_('Abidal'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Villa'), 'success': np.True_}]"
Success,Valdés → Mascherano → Messi → Iniesta → Dani Alves → Xavi → Mascherano → Busquets → Xavi → Iniesta → Messi → Xavi → Pedro → Abidal → Valdés → Piqué → Busquets → Abidal → Piqué → Valdés → Mascherano → Villa,21,"[{'from': 'Valdés', 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Pedro'), 'success': np.True_}, {'from': np.str_('Pedro'), 'to': np.str_('Abidal'), 'success': np.True_}, {'from': np.str_('Abidal'), 'to': np.str_('Valdés'), 'success': np.True_}, {'from': np.str_('Valdés'), 'to': np.str_('Piqué'), 'success': np.True_}, {'from': np.str_('Piqué'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Abidal'), 'success': np.True_}, {'from': np.str_('Abidal'), 'to': np.str_('Piqué'), 'success': np.True_}, {'from': np.str_('Piqué'), 'to': np.str_('Valdés'), 'success': np.True_}, {'from': np.str_('Valdés'), 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Villa'), 'success': np.True_}]"
Success,Valdés → Piqué → Busquets → Iniesta → Messi → Xavi → Abidal → Pedro → Mascherano → Xavi → Dani Alves → Villa,11,"[{'from': 'Valdés', 'to': np.str_('Piqué'), 'success': np.True_}, {'from': np.str_('Piqué'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Abidal'), 'success': np.True_}, {'from': np.str_('Abidal'), 'to': np.str_('Pedro'), 'success': np.True_}, {'from': np.str_('Pedro'), 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Villa'), 'success': np.True_}]"
Success,Valdés → Busquets → Xavi → Dani Alves → Messi → Villa,5,"[{'from': 'Valdés', 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Villa'), 'success': np.True_}]"
Success,Valdés → Dani Alves → Mascherano → Villa,3,"[{'from': 'Valdés', 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Villa'), 'success': np.True_}]"
Pass failed,Valdés → Piqué → Xavi → Messi → Iniesta → Busquets → Dani Alves → Mascherano → Xavi → Messi → Iniesta → Messi → Xavi → Abidal → Pedro → Busquets → Pedro → Abidal → Valdés,19,"[{'from': 'Valdés', 'to': np.str_('Piqué'), 'success': np.True_}, {'from': np.str_('Piqué'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Abidal'), 'success': np.True_}, {'from': np.str_('Abidal'), 'to': np.str_('Pedro'), 'success': np.True_}, {'from': np.str_('Pedro'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Pedro'), 'success': np.True_}, {'from': np.str_('Pedro'), 'to': np.str_('Abidal'), 'success': np.True_}, {'from': np.str_('Abidal'), 'to': np.str_('Valdés'), 'success': np.True_}, {'from': np.str_('Valdés'), 'to': np.str_('Villa'), 'success': np.False_}]"
Success,Valdés → Mascherano → Piqué → Xavi → Messi → Busquets → Iniesta → Pedro → Abidal → Piqué → Xavi → Villa,11,"[{'from': 'Valdés', 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Piqué'), 'success': np.True_}, {'from': np.str_('Piqué'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Pedro'), 'success': np.True_}, {'from': np.str_('Pedro'), 'to': np.str_('Abidal'), 'success': np.True_}, {'from': np.str_('Abidal'), 'to': np.str_('Piqué'), 'success': np.True_}, {'from': np.str_('Piqué'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Villa'), 'success': np.True_}]"
Success,Valdés → Mascherano → Busquets → Xavi → Pedro → Abidal → Xavi → Piqué → Iniesta → Messi → Dani Alves → Busquets → Iniesta → Piqué → Abidal → Messi → Iniesta → Pedro → Messi → Iniesta → Dani Alves → Villa,21,"[{'from': 'Valdés', 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Pedro'), 'success': np.True_}, {'from': np.str_('Pedro'), 'to': np.str_('Abidal'), 'success': np.True_}, {'from': np.str_('Abidal'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Piqué'), 'success': np.True_}, {'from': np.str_('Piqué'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Piqué'), 'success': np.True_}, {'from': np.str_('Piqué'), 'to': np.str_('Abidal'), 'success': np.True_}, {'from': np.str_('Abidal'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Pedro'), 'success': np.True_}, {'from': np.str_('Pedro'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Villa'), 'success': np.True_}]"
Success,Valdés → Mascherano → Dani Alves → Messi → Busquets → Dani Alves → Villa,6,"[{'from': 'Valdés', 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Villa'), 'success': np.True_}]"
Success,Valdés → Mascherano → Xavi → Iniesta → Messi → Pedro → Abidal → Piqué → Busquets → Xavi → Dani Alves → Messi → Busquets → Xavi → Mascherano → Piqué → Abidal → Pedro → Busquets → Villa,19,"[{'from': 'Valdés', 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Pedro'), 'success': np.True_}, {'from': np.str_('Pedro'), 'to': np.str_('Abidal'), 'success': np.True_}, {'from': np.str_('Abidal'), 'to': np.str_('Piqué'), 'success': np.True_}, {'from': np.str_('Piqué'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Piqué'), 'success': np.True_}, {'from': np.str_('Piqué'), 'to': np.str_('Abidal'), 'success': np.True_}, {'from': np.str_('Abidal'), 'to': np.str_('Pedro'), 'success': np.True_}, {'from': np.str_('Pedro'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Villa'), 'success': np.True_}]"
Success,Valdés → Dani Alves → Iniesta → Abidal → Pedro → Iniesta → Busquets → Xavi → Messi → Piqué → Mascherano → Messi → Villa,12,"[{'from': 'Valdés', 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Abidal'), 'success': np.True_}, {'from': np.str_('Abidal'), 'to': np.str_('Pedro'), 'success': np.True_}, {'from': np.str_('Pedro'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Busquets'), 'success': np.True_}, {'from': np.str_('Busquets'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Piqué'), 'success': np.True_}, {'from': np.str_('Piqué'), 'to': np.str_('Mascherano'), 'success': np.True_}, {'from': np.str_('Mascherano'), 'to': np.str_('Messi'), 'success': np.True_}, {'from': np.str_('Messi'), 'to': np.str_('Villa'), 'success': np.True_}]"
Success,Valdés → Dani Alves → Iniesta → Xavi → Villa,4,"[{'from': 'Valdés', 'to': np.str_('Dani Alves'), 'success': np.True_}, {'from': np.str_('Dani Alves'), 'to': np.str_('Iniesta'), 'success': np.True_}, {'from': np.str_('Iniesta'), 'to': np.str_('Xavi'), 'success': np.True_}, {'from': np.str_('Xavi'), 'to': np.str_('Villa'), 'success': np.True_}]"
